exclusion_category,raw_row_index,system_id,datetime_iso,reason,details
TARGET_UNAVAILABLE,-1,IMD-2017-10-UNNAMED10,2017-08-12T03:00:00,NO_VALID_24H_FUTURE_FIX_TERMINAL_DISSIPATION,"Cyclone dissipates within 24 hours of forecast origin (no future fix within [T+21h, T+27h])"
TARGET_UNAVAILABLE,-1,IMD-2017-10-UNNAMED10,2017-08-12T06:00:00,NO_VALID_24H_FUTURE_FIX_TERMINAL_DISSIPATION,"Cyclone dissipates within 24 hours of forecast origin (no future fix within [T+21h, T+27h])"
TARGET_UNAVAILABLE,-1,IMD-2017-10-UNNAMED10,2017-08-12T12:00:00,NO_VALID_24H_FUTURE_FIX_TERMINAL_DISSIPATION,"Cyclone dissipates within 24 hours of forecast origin (no future fix within [T+21h, T+27h])"
TARGET_UNAVAILABLE,-1,IMD-2017-10-UNNAMED10,2017-08-12T18:00:00,NO_VALID_24H_FUTURE_FIX_TERMINAL_DISSIPATION,"Cyclone dissipates within 24 hours of forecast origin (no future fix within [T+21h, T+27h])"
TARGET_UNAVAILABLE,-1,IMD-2017-10-UNNAMED10,2017-09-12T00:00:00,NO_VALID_24H_FUTURE_FIX_TERMINAL_DISSIPATION,"Cyclone dissipates within 24 hours of forecast origin (no future fix within [T+21h, T+27h])"
TARGET_UNAVAILABLE,-1,IMD-2017-10-UNNAMED10,2017-09-12T03:00:00,NO_VALID_24H_FUTURE_FIX_TERMINAL_DISSIPATION,"Cyclone dissipates within 24 hours of forecast origin (no future fix within [T+21h, T+27h])"
TARGET_UNAVAILABLE,-1,IMD-2017-10-UNNAMED10,2017-09-12T06:00:00,NO_VALID_24H_FUTURE_FIX_TERMINAL_DISSIPATION,"Cyclone dissipates within 24 hours of forecast origin (no future fix within [T+21h, T+27h])"
TARGET_UNAVAILABLE,-1,IMD-2017-2-MORA,2017-05-30T00:00:00,NO_VALID_24H_FUTURE_FIX_TERMINAL_DISSIPATION,"Cyclone dissipates within 24 hours of forecast origin (no future fix within [T+21h, T+27h])"
TARGET_UNAVAILABLE,-1,IMD-2017-2-MORA,2017-05-30T03:00:00,NO_VALID_24H_FUTURE_FIX_TERMINAL_DISSIPATION,"Cyclone dissipates within 24 hours of forecast origin (no future fix within [T+21h, T+27h])"
TARGET_UNAVAILABLE,-1,IMD-2017-2-MORA,2017-05-30T06:00:00,NO_VALID_24H_FUTURE_FIX_TERMINAL_DISSIPATION,"Cyclone dissipates within 24 hours of forecast origin (no future fix within [T+21h, T+27h])"
TARGET_UNAVAILABLE,-1,IMD-2017-2-MORA,2017-05-30T09:00:00,NO_VALID_24H_FUTURE_FIX_TERMINAL_DISSIPATION,"Cyclone dissipates within 24 hours of forecast origin (no future fix within [T+21h, T+27h])"
TARGET_UNAVAILABLE,-1,IMD-2017-2-MORA,2017-05-30T12:00:00,NO_VALID_24H_FUTURE_FIX_TERMINAL_DISSIPATION,"Cyclone dissipates within 24 hours of forecast origin (no future fix within [T+21h, T+27h])"
TARGET_UNAVAILABLE,-1,IMD-2017-2-MORA,2017-05-30T18:00:00,NO_VALID_24H_FUTURE_FIX_TERMINAL_DISSIPATION,"Cyclone dissipates within 24 hours of forecast origin (no future fix within [T+21h, T+27h])"
TARGET_UNAVAILABLE,-1,IMD-2017-3-UNNAMED3,2017-06-12T00:00:00,NO_VALID_24H_FUTURE_FIX_TERMINAL_DISSIPATION,"Cyclone dissipates within 24 hours of forecast origin (no future fix within [T+21h, T+27h])"
TARGET_UNAVAILABLE,-1,IMD-2017-3-UNNAMED3,2017-06-12T03:00:00,NO_VALID_24H_FUTURE_FIX_TERMINAL_DISSIPATION,"Cyclone dissipates within 24 hours of forecast origin (no future fix within [T+21h, T+27h])"
TARGET_UNAVAILABLE,-1,IMD-2017-3-UNNAMED3,2017-06-12T06:00:00,NO_VALID_24H_FUTURE_FIX_TERMINAL_DISSIPATION,"Cyclone dissipates within 24 hours of forecast origin (no future fix within [T+21h, T+27h])"
TARGET_UNAVAILABLE,-1,IMD-2017-3-UNNAMED3,2017-06-12T12:00:00,NO_VALID_24H_FUTURE_FIX_TERMINAL_DISSIPATION,"Cyclone dissipates within 24 hours of forecast origin (no future fix within [T+21h, T+27h])"
TARGET_UNAVAILABLE,-1,IMD-2017-3-UNNAMED3,2017-06-12T18:00:00,NO_VALID_24H_FUTURE_FIX_TERMINAL_DISSIPATION,"Cyclone dissipates within 24 hours of forecast origin (no future fix within [T+21h, T+27h])"
TARGET_UNAVAILABLE,-1,IMD-2017-4-UNNAMED4,2017-07-18T06:00:00,NO_VALID_24H_FUTURE_FIX_TERMINAL_DISSIPATION,"Cyclone dissipates within 24 hours of forecast origin (no future fix within [T+21h, T+27h])"
TARGET_UNAVAILABLE,-1,IMD-2017-4-UNNAMED4,2017-07-18T12:00:00,NO_VALID_24H_FUTURE_FIX_TERMINAL_DISSIPATION,"Cyclone dissipates within 24 hours of forecast origin (no future fix within [T+21h, T+27h])"
TARGET_UNAVAILABLE,-1,IMD-2017-4-UNNAMED4,2017-07-18T18:00:00,NO_VALID_24H_FUTURE_FIX_TERMINAL_DISSIPATION,"Cyclone dissipates within 24 hours of forecast origin (no future fix within [T+21h, T+27h])"
TARGET_UNAVAILABLE,-1,IMD-2017-4-UNNAMED4,2017-07-19T00:00:00,NO_VALID_24H_FUTURE_FIX_TERMINAL_DISSIPATION,"Cyclone dissipates within 24 hours of forecast origin (no future fix within [T+21h, T+27h])"
TARGET_UNAVAILABLE,-1,IMD-2017-5-UNNAMED5,2017-07-26T06:00:00,NO_VALID_24H_FUTURE_FIX_TERMINAL_DISSIPATION,"Cyclone dissipates within 24 hours of forecast origin (no future fix within [T+21h, T+27h])"
TARGET_UNAVAILABLE,-1,IMD-2017-5-UNNAMED5,2017-07-26T12:00:00,NO_VALID_24H_FUTURE_FIX_TERMINAL_DISSIPATION,"Cyclone dissipates within 24 hours of forecast origin (no future fix within [T+21h, T+27h])"
TARGET_UNAVAILABLE,-1,IMD-2017-5-UNNAMED5,2017-07-26T18:00:00,NO_VALID_24H_FUTURE_FIX_TERMINAL_DISSIPATION,"Cyclone dissipates within 24 hours of forecast origin (no future fix within [T+21h, T+27h])"
TARGET_UNAVAILABLE,-1,IMD-2017-5-UNNAMED5,2017-07-27T00:00:00,NO_VALID_24H_FUTURE_FIX_TERMINAL_DISSIPATION,"Cyclone dissipates within 24 hours of forecast origin (no future fix within [T+21h, T+27h])"
TARGET_UNAVAILABLE,-1,IMD-2017-6-UNNAMED6,2017-09-10T00:00:00,NO_VALID_24H_FUTURE_FIX_TERMINAL_DISSIPATION,"Cyclone dissipates within 24 hours of forecast origin (no future fix within [T+21h, T+27h])"
TARGET_UNAVAILABLE,-1,IMD-2017-6-UNNAMED6,2017-09-10T03:00:00,NO_VALID_24H_FUTURE_FIX_TERMINAL_DISSIPATION,"Cyclone dissipates within 24 hours of forecast origin (no future fix within [T+21h, T+27h])"
TARGET_UNAVAILABLE,-1,IMD-2017-6-UNNAMED6,2017-09-10T06:00:00,NO_VALID_24H_FUTURE_FIX_TERMINAL_DISSIPATION,"Cyclone dissipates within 24 hours of forecast origin (no future fix within [T+21h, T+27h])"
TARGET_UNAVAILABLE,-1,IMD-2017-6-UNNAMED6,2017-09-10T12:00:00,NO_VALID_24H_FUTURE_FIX_TERMINAL_DISSIPATION,"Cyclone dissipates within 24 hours of forecast origin (no future fix within [T+21h, T+27h])"
TARGET_UNAVAILABLE,-1,IMD-2017-6-UNNAMED6,2017-09-10T18:00:00,NO_VALID_24H_FUTURE_FIX_TERMINAL_DISSIPATION,"Cyclone dissipates within 24 hours of forecast origin (no future fix within [T+21h, T+27h])"
TARGET_UNAVAILABLE,-1,IMD-2017-6-UNNAMED6,2017-10-10T00:00:00,NO_VALID_24H_FUTURE_FIX_TERMINAL_DISSIPATION,"Cyclone dissipates within 24 hours of forecast origin (no future fix within [T+21h, T+27h])"
TARGET_UNAVAILABLE,-1,IMD-2017-6-UNNAMED6,2017-10-10T03:00:00,NO_VALID_24H_FUTURE_FIX_TERMINAL_DISSIPATION,"Cyclone dissipates within 24 hours of forecast origin (no future fix within [T+21h, T+27h])"
TARGET_UNAVAILABLE,-1,IMD-2017-6-UNNAMED6,2017-10-10T06:00:00,NO_VALID_24H_FUTURE_FIX_TERMINAL_DISSIPATION,"Cyclone dissipates within 24 hours of forecast origin (no future fix within [T+21h, T+27h])"
TARGET_UNAVAILABLE,-1,IMD-2017-7-UNNAMED7,2017-10-19T00:00:00,NO_VALID_24H_FUTURE_FIX_TERMINAL_DISSIPATION,"Cyclone dissipates within 24 hours of forecast origin (no future fix within [T+21h, T+27h])"
TARGET_UNAVAILABLE,-1,IMD-2017-7-UNNAMED7,2017-10-19T03:00:00,NO_VALID_24H_FUTURE_FIX_TERMINAL_DISSIPATION,"Cyclone dissipates within 24 hours of forecast origin (no future fix within [T+21h, T+27h])"
TARGET_UNAVAILABLE,-1,IMD-2017-7-UNNAMED7,2017-10-19T06:00:00,NO_VALID_24H_FUTURE_FIX_TERMINAL_DISSIPATION,"Cyclone dissipates within 24 hours of forecast origin (no future fix within [T+21h, T+27h])"
